invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I110430,C237500,Male,28,Cosmetics,3,121.98,Cash,12-11-2021,Mall of Istanbul
I110434,C132484,Female,65,Toys,5,179.2,Debit Card,18-01-2023,Metrocity
I110436,C167239,Female,69,Clothing,5,1500.4,Cash,31-05-2021,Cevahir AVM
I110437,C701285,Male,65,Toys,1,35.84,Debit Card,23-10-2022,Forum Istanbul
I110438,C194268,Female,27,Clothing,2,600.16,Cash,24-08-2022,Cevahir AVM
I110440,C255921,Female,35,Clothing,1,300.08,Debit Card,07-12-2021,Kanyon
I110443,C364828,Male,30,Shoes,2,1200.34,Cash,15-12-2022,Metropol AVM
I110450,C252076,Male,37,Shoes,2,1200.34,Cash,11-02-2023,Kanyon
I110452,C281093,Female,25,Souvenir,4,46.92,Cash,11-05-2021,Metrocity
I110453,C128416,Male,30,Cosmetics,5,203.3,Debit Card,12-04-2022,Mall of Istanbul
I110457,C143213,Female,43,Food & Beverage,1,5.23,Credit Card,12-07-2021,Metropol AVM
I110460,C260828,Male,35,Technology,4,4200,Credit Card,25-12-2021,Mall of Istanbul
I110463,C365118,Male,44,Clothing,4,1200.32,Cash,24-04-2022,Metrocity
I110465,C220597,Male,62,Books,1,15.15,Cash,09-03-2022,Mall of Istanbul
I110467,C155221,Male,40,Clothing,1,300.08,Cash,08-10-2022,Mall of Istanbul
I110480,C332471,Male,46,Clothing,1,300.08,Cash,08-06-2022,Metropol AVM
I110482,C313621,Male,52,Clothing,2,600.16,Debit Card,09-06-2021,Metrocity
I110487,C996267,Female,24,Clothing,5,1500.4,Cash,07-04-2022,Metrocity
I110488,C103466,Female,35,Clothing,4,1200.32,Debit Card,18-03-2021,Mall of Istanbul
I110489,C607438,Female,68,Cosmetics,4,162.64,Cash,01-02-2023,Kanyon
I110490,C483981,Male,24,Souvenir,4,46.92,Credit Card,28-01-2021,Zorlu Center
I110492,C757528,Male,37,Food & Beverage,2,10.46,Credit Card,22-09-2021,Mall of Istanbul
I110493,C320229,Male,67,Books,2,30.3,Debit Card,20-04-2021,Mall of Istanbul
I110505,C149095,Female,69,Cosmetics,1,40.66,Cash,19-08-2021,Istinye Park
I110511,C294573,Female,36,Technology,5,5250,Debit Card,25-03-2022,Metropol AVM
I110514,C291074,Female,53,Cosmetics,5,203.3,Cash,03-08-2021,Metropol AVM
I110515,C682108,Female,59,Clothing,1,300.08,Debit Card,31-10-2022,Metropol AVM
I110518,C293295,Male,45,Clothing,2,600.16,Cash,10-07-2022,Kanyon
I110519,C290195,Male,48,Toys,4,143.36,Cash,25-10-2021,Zorlu Center
I110521,C117135,Male,64,Shoes,5,3000.85,Credit Card,22-11-2021,Emaar Square Mall
I110526,C102891,Male,65,Clothing,2,600.16,Credit Card,11-06-2021,Istinye Park
I110529,C195060,Male,41,Cosmetics,3,121.98,Debit Card,10-05-2022,Kanyon
I110535,C308928,Female,34,Food & Beverage,2,10.46,Debit Card,11-11-2021,Metrocity
I110538,C213052,Female,60,Cosmetics,1,40.66,Credit Card,12-11-2021,Emaar Square Mall
I110541,C122008,Female,57,Clothing,2,600.16,Credit Card,12-06-2022,Kanyon
I110542,C194655,Female,28,Clothing,2,600.16,Debit Card,14-05-2021,Forum Istanbul
I110545,C247105,Female,27,Clothing,1,300.08,Cash,11-02-2021,Kanyon
I110547,C218268,Male,49,Shoes,5,3000.85,Credit Card,27-08-2021,Metrocity
I110548,C629999,Male,34,Cosmetics,3,121.98,Credit Card,30-06-2022,Cevahir AVM
I110555,C115454,Female,24,Books,2,30.3,Credit Card,18-12-2021,Kanyon
I110558,C215128,Male,45,Toys,2,71.68,Credit Card,11-11-2021,Istinye Park
I110562,C243190,Male,46,Clothing,1,300.08,Debit Card,21-07-2021,Mall of Istanbul
I110568,C239061,Female,44,Clothing,2,600.16,Credit Card,14-09-2021,Kanyon
I110570,C405004,Female,21,Food & Beverage,5,26.15,Cash,18-04-2021,Zorlu Center
I110573,C177098,Female,36,Books,4,60.6,Cash,28-04-2022,Kanyon
I110574,C132680,Female,58,Clothing,2,600.16,Debit Card,17-08-2021,Kanyon
I110576,C781511,Male,47,Food & Beverage,1,5.23,Cash,24-04-2022,Kanyon
I110577,C328868,Female,43,Clothing,5,1500.4,Cash,22-03-2022,Emaar Square Mall
I110580,C267032,Female,65,Food & Beverage,4,20.92,Credit Card,13-03-2021,Viaport Outlet
I110584,C407452,Female,60,Technology,4,4200,Cash,30-08-2021,Mall of Istanbul
I110590,C305016,Male,56,Toys,3,107.52,Credit Card,31-07-2021,Zorlu Center
I110591,C244697,Male,67,Clothing,4,1200.32,Cash,02-06-2021,Metropol AVM
I110593,C131433,Male,57,Books,3,45.45,Debit Card,24-02-2022,Istinye Park
I110599,C188192,Male,43,Clothing,1,300.08,Credit Card,25-06-2022,Kanyon
I110606,C292786,Male,57,Clothing,1,300.08,Credit Card,09-03-2022,Kanyon
I110611,C256972,Female,25,Food & Beverage,3,15.69,Cash,05-08-2022,Metrocity
I110614,C696572,Female,68,Food & Beverage,5,26.15,Cash,28-05-2022,Metrocity
I110627,C988006,Male,42,Clothing,1,300.08,Debit Card,17-06-2021,Cevahir AVM
I110628,C312581,Male,39,Clothing,3,900.24,Credit Card,17-10-2021,Istinye Park
I110630,C219026,Female,24,Shoes,4,2400.68,Debit Card,10-12-2021,Kanyon
I110632,C188062,Female,57,Food & Beverage,1,5.23,Debit Card,24-11-2022,Mall of Istanbul
I110635,C297872,Male,18,Clothing,5,1500.4,Credit Card,15-01-2022,Istinye Park
I110638,C180351,Female,62,Clothing,2,600.16,Cash,12-09-2022,Metrocity
I110639,C237735,Male,19,Toys,4,143.36,Cash,22-01-2023,Metrocity
I110649,C216130,Female,30,Toys,4,143.36,Cash,30-03-2022,Metropol AVM
I110652,C146391,Male,47,Food & Beverage,5,26.15,Credit Card,14-01-2023,Metrocity
I110655,C339680,Male,29,Clothing,1,300.08,Cash,10-10-2022,Istinye Park
I110657,C293134,Female,44,Cosmetics,5,203.3,Debit Card,16-01-2022,Metropol AVM
I110666,C840223,Male,52,Toys,4,143.36,Credit Card,10-09-2022,Metropol AVM
I110667,C232216,Female,44,Toys,4,143.36,Credit Card,30-07-2021,Zorlu Center
I110678,C713057,Male,58,Shoes,2,1200.34,Cash,31-08-2022,Metrocity
I110679,C747510,Male,21,Clothing,2,600.16,Cash,08-08-2021,Kanyon
I110683,C174679,Male,65,Clothing,5,1500.4,Debit Card,25-09-2021,Mall of Istanbul
I110689,C210694,Male,20,Cosmetics,1,40.66,Cash,05-09-2022,Istinye Park
I110697,C154843,Female,47,Books,1,15.15,Cash,24-02-2021,Mall of Istanbul
I110698,C268849,Female,35,Books,4,60.6,Cash,11-02-2023,Metrocity
I110699,C111251,Female,50,Clothing,4,1200.32,Cash,07-11-2022,Istinye Park
I110707,C253859,Female,69,Books,4,60.6,Credit Card,10-01-2022,Metrocity
I110709,C292223,Female,52,Cosmetics,3,121.98,Debit Card,26-11-2021,Metropol AVM
I110713,C236441,Female,27,Clothing,3,900.24,Credit Card,11-10-2022,Cevahir AVM
I110714,C507968,Male,53,Toys,2,71.68,Credit Card,31-01-2022,Metropol AVM
I110715,C941647,Female,20,Cosmetics,4,162.64,Cash,22-11-2021,Kanyon
I110718,C734127,Female,31,Shoes,3,1800.51,Credit Card,04-08-2021,Kanyon
I110722,C229836,Female,18,Books,5,75.75,Debit Card,06-02-2023,Metrocity
I110723,C200009,Female,30,Clothing,1,300.08,Credit Card,21-08-2021,Mall of Istanbul
I110725,C127807,Male,47,Souvenir,5,58.65,Cash,20-06-2022,Kanyon
I110730,C267745,Female,28,Food & Beverage,5,26.15,Cash,12-02-2023,Istinye Park
I110735,C190753,Male,37,Clothing,5,1500.4,Credit Card,24-02-2023,Emaar Square Mall
I110739,C247454,Female,56,Clothing,3,900.24,Cash,24-04-2021,Mall of Istanbul
I110741,C276265,Male,27,Clothing,4,1200.32,Credit Card,14-12-2022,Metrocity
I110743,C331352,Male,28,Books,1,15.15,Cash,20-02-2021,Istinye Park
I110747,C306378,Female,19,Technology,4,4200,Credit Card,24-01-2021,Metropol AVM
I110751,C167334,Female,24,Clothing,4,1200.32,Cash,03-12-2022,Viaport Outlet
I110755,C234586,Male,65,Clothing,5,1500.4,Cash,08-09-2021,Kanyon
I110756,C196034,Female,67,Shoes,2,1200.34,Credit Card,16-08-2021,Metrocity
I110767,C243365,Female,64,Cosmetics,1,40.66,Cash,25-08-2022,Metropol AVM
I110769,C163850,Female,42,Technology,5,5250,Cash,25-02-2023,Kanyon
I110774,C212679,Female,18,Clothing,3,900.24,Cash,04-10-2021,Metrocity
I110784,C266761,Female,45,Technology,5,5250,Cash,12-12-2022,Mall of Istanbul
I110787,C272461,Male,69,Food & Beverage,1,5.23,Cash,05-06-2022,Istinye Park
I110797,C334982,Male,21,Clothing,3,900.24,Debit Card,28-01-2022,Metrocity
I110801,C110378,Female,57,Souvenir,1,11.73,Cash,11-03-2022,Mall of Istanbul
I110804,C105807,Male,26,Toys,3,107.52,Debit Card,03-01-2023,Zorlu Center
I110805,C169092,Female,31,Clothing,4,1200.32,Credit Card,26-02-2021,Kanyon
I110807,C613538,Male,22,Cosmetics,3,121.98,Debit Card,24-03-2021,Emaar Square Mall
I110809,C331957,Male,39,Clothing,4,1200.32,Cash,17-07-2022,Viaport Outlet
I110812,C237168,Female,37,Clothing,1,300.08,Cash,13-08-2021,Mall of Istanbul
I110816,C303517,Female,28,Food & Beverage,2,10.46,Cash,05-02-2021,Metropol AVM
I110818,C455401,Female,64,Shoes,5,3000.85,Cash,14-02-2022,Mall of Istanbul
I110822,C195281,Female,51,Clothing,2,600.16,Credit Card,15-09-2022,Metrocity
I110823,C334518,Female,47,Clothing,1,300.08,Credit Card,03-04-2022,Metrocity
I110826,C269343,Male,20,Toys,5,179.2,Debit Card,12-02-2021,Kanyon
I110830,C201065,Female,18,Cosmetics,3,121.98,Cash,26-06-2022,Metrocity
I110832,C127648,Male,53,Shoes,4,2400.68,Cash,08-07-2022,Istinye Park
I110839,C762531,Male,18,Toys,5,179.2,Cash,12-11-2021,Metropol AVM
I110840,C271037,Female,35,Clothing,2,600.16,Cash,11-09-2022,Kanyon
I110841,C285276,Male,35,Technology,4,4200,Credit Card,09-08-2022,Metropol AVM
I110842,C156942,Male,68,Clothing,3,900.24,Credit Card,06-06-2021,Metropol AVM
I110843,C295018,Male,40,Clothing,5,1500.4,Debit Card,28-02-2022,Mall of Istanbul
I110844,C308083,Male,26,Clothing,1,300.08,Credit Card,06-06-2021,Kanyon
I110845,C575793,Female,26,Shoes,2,1200.34,Cash,14-01-2022,Emaar Square Mall
I110851,C194720,Female,21,Books,4,60.6,Cash,06-02-2022,Zorlu Center
I110853,C316571,Male,23,Souvenir,3,35.19,Cash,03-06-2022,Metrocity
I110860,C844990,Female,54,Food & Beverage,2,10.46,Cash,22-02-2022,Cevahir AVM
I110863,C125407,Male,26,Shoes,5,3000.85,Credit Card,08-07-2021,Istinye Park
I110867,C106101,Male,30,Toys,1,35.84,Debit Card,20-10-2022,Metropol AVM
I110868,C960815,Female,22,Clothing,2,600.16,Cash,04-04-2021,Zorlu Center
I110879,C963171,Male,32,Cosmetics,2,81.32,Credit Card,24-09-2021,Cevahir AVM
I110884,C122072,Female,51,Cosmetics,5,203.3,Cash,21-12-2021,Forum Istanbul
I110886,C977569,Male,38,Cosmetics,3,121.98,Credit Card,30-03-2022,Metropol AVM
I110891,C613900,Male,54,Clothing,3,900.24,Credit Card,24-08-2021,Kanyon
I110893,C265602,Male,57,Cosmetics,3,121.98,Cash,02-06-2022,Kanyon
I110895,C209949,Male,52,Cosmetics,5,203.3,Cash,20-01-2021,Cevahir AVM
I110896,C154578,Male,65,Souvenir,3,35.19,Debit Card,16-08-2021,Istinye Park
I110901,C104626,Female,42,Shoes,2,1200.34,Credit Card,03-09-2021,Forum Istanbul
I110904,C322552,Female,33,Toys,2,71.68,Credit Card,21-03-2021,Viaport Outlet
I110906,C676130,Female,32,Souvenir,5,58.65,Debit Card,10-12-2021,Mall of Istanbul
I110908,C479592,Male,30,Clothing,5,1500.4,Cash,20-02-2022,Viaport Outlet
I110911,C227012,Male,56,Clothing,3,900.24,Credit Card,09-01-2023,Istinye Park
I110913,C219194,Male,50,Toys,5,179.2,Cash,30-07-2022,Zorlu Center
I110915,C152159,Female,61,Clothing,4,1200.32,Debit Card,13-11-2021,Metrocity
I110919,C232157,Female,63,Toys,4,143.36,Credit Card,20-06-2022,Viaport Outlet
I110920,C177809,Female,56,Clothing,1,300.08,Credit Card,30-09-2022,Mall of Istanbul
I110921,C119027,Male,65,Clothing,1,300.08,Credit Card,05-02-2023,Metrocity
I110933,C184998,Male,50,Cosmetics,5,203.3,Credit Card,04-07-2022,Istinye Park
I110938,C218603,Male,37,Cosmetics,2,81.32,Credit Card,01-02-2023,Kanyon
I110946,C307018,Female,33,Food & Beverage,2,10.46,Credit Card,20-08-2021,Kanyon
I110948,C277882,Female,53,Food & Beverage,4,20.92,Debit Card,30-01-2023,Kanyon
I110949,C267425,Male,22,Clothing,2,600.16,Cash,02-03-2021,Istinye Park
I110951,C294798,Male,21,Clothing,1,300.08,Cash,29-07-2021,Kanyon
I110953,C283742,Female,29,Toys,4,143.36,Debit Card,17-12-2021,Mall of Istanbul
I110960,C882678,Female,49,Clothing,2,600.16,Cash,10-05-2022,Zorlu Center
I110961,C151376,Male,33,Shoes,4,2400.68,Cash,12-12-2021,Forum Istanbul
I110962,C287003,Female,40,Clothing,2,600.16,Debit Card,02-10-2021,Metrocity
I110964,C779528,Female,66,Shoes,4,2400.68,Cash,03-01-2022,Mall of Istanbul
I110965,C142303,Female,22,Cosmetics,1,40.66,Cash,24-01-2021,Emaar Square Mall
I110971,C250074,Male,66,Clothing,5,1500.4,Credit Card,01-05-2021,Mall of Istanbul
I110972,C148695,Female,56,Food & Beverage,3,15.69,Credit Card,17-10-2021,Metrocity
I110973,C261211,Male,35,Clothing,1,300.08,Credit Card,19-03-2022,Metropol AVM
I110976,C903331,Male,30,Toys,1,35.84,Cash,07-06-2022,Kanyon
I110978,C931639,Female,25,Souvenir,2,23.46,Cash,07-05-2022,Viaport Outlet
I110979,C287245,Male,28,Technology,4,4200,Cash,15-01-2021,Mall of Istanbul
I110984,C816866,Female,52,Clothing,4,1200.32,Credit Card,23-07-2021,Kanyon
I110985,C958540,Female,27,Shoes,2,1200.34,Debit Card,26-09-2021,Istinye Park
I110990,C207493,Male,46,Books,4,60.6,Credit Card,07-04-2021,Kanyon
I110991,C716663,Male,61,Toys,1,35.84,Cash,20-10-2021,Kanyon
I110993,C102249,Male,26,Clothing,4,1200.32,Debit Card,08-09-2021,Istinye Park
I110995,C233687,Female,41,Food & Beverage,5,26.15,Credit Card,21-09-2021,Mall of Istanbul
I111000,C336443,Male,34,Clothing,3,900.24,Cash,14-09-2021,Metrocity
I111007,C649610,Female,49,Clothing,1,300.08,Credit Card,16-07-2021,Mall of Istanbul
I111009,C277243,Female,55,Food & Beverage,4,20.92,Cash,29-12-2021,Kanyon
I111010,C183881,Male,33,Food & Beverage,4,20.92,Debit Card,11-01-2022,Viaport Outlet
I111011,C659045,Male,18,Toys,1,35.84,Cash,29-01-2022,Emaar Square Mall
I111017,C128201,Male,65,Clothing,2,600.16,Debit Card,13-08-2022,Metropol AVM
I111018,C238308,Female,59,Cosmetics,5,203.3,Credit Card,01-02-2023,Zorlu Center
I111021,C113665,Female,60,Books,3,45.45,Cash,20-08-2021,Mall of Istanbul
I111023,C139495,Female,42,Clothing,5,1500.4,Credit Card,03-01-2021,Metrocity
I111029,C117194,Male,62,Food & Beverage,1,5.23,Debit Card,19-01-2021,Metropol AVM
I111031,C540083,Male,41,Shoes,2,1200.34,Credit Card,04-03-2021,Metropol AVM
I111032,C511327,Female,50,Books,4,60.6,Cash,03-09-2022,Metrocity
I111034,C143382,Female,53,Food & Beverage,4,20.92,Cash,03-06-2022,Cevahir AVM
I111038,C182276,Male,64,Clothing,5,1500.4,Cash,01-08-2022,Kanyon
I111041,C228105,Female,22,Food & Beverage,5,26.15,Debit Card,08-03-2022,Mall of Istanbul
I111043,C119354,Female,64,Cosmetics,5,203.3,Debit Card,27-11-2022,Kanyon
I111045,C107832,Female,27,Shoes,1,600.17,Credit Card,24-02-2023,Zorlu Center
I111047,C148202,Female,45,Shoes,5,3000.85,Credit Card,02-03-2021,Cevahir AVM
I111048,C191433,Male,44,Clothing,4,1200.32,Cash,23-01-2022,Metropol AVM
I111049,C309331,Male,43,Shoes,2,1200.34,Cash,16-05-2022,Mall of Istanbul
I111055,C474896,Male,68,Technology,1,1050,Credit Card,26-08-2022,Mall of Istanbul
I111057,C129380,Female,29,Clothing,3,900.24,Cash,05-10-2021,Zorlu Center
I111059,C275552,Male,35,Clothing,4,1200.32,Cash,01-10-2022,Istinye Park
I111067,C239946,Female,27,Shoes,1,600.17,Debit Card,05-07-2022,Mall of Istanbul
I111075,C102571,Female,68,Toys,5,179.2,Debit Card,30-05-2022,Istinye Park
I111080,C320027,Female,38,Cosmetics,2,81.32,Cash,10-11-2021,Kanyon
I111081,C239919,Male,23,Clothing,2,600.16,Credit Card,19-12-2022,Mall of Istanbul
I111082,C153773,Female,51,Cosmetics,2,81.32,Debit Card,23-03-2021,Metropol AVM
I111083,C186416,Male,55,Cosmetics,5,203.3,Debit Card,06-10-2021,Metrocity
I111084,C860021,Male,61,Clothing,5,1500.4,Credit Card,08-03-2023,Viaport Outlet
I111090,C190641,Female,43,Clothing,2,600.16,Credit Card,05-09-2021,Metrocity
I111100,C452310,Female,35,Clothing,4,1200.32,Credit Card,26-11-2021,Cevahir AVM
I111102,C144133,Female,20,Food & Beverage,3,15.69,Credit Card,14-07-2022,Metropol AVM
I111103,C997831,Female,50,Clothing,4,1200.32,Cash,03-10-2022,Metrocity
I111108,C140730,Female,68,Clothing,5,1500.4,Cash,15-12-2021,Mall of Istanbul
I111110,C200921,Female,53,Clothing,4,1200.32,Debit Card,17-08-2021,Metrocity
I111111,C737523,Female,35,Souvenir,1,11.73,Cash,12-06-2021,Mall of Istanbul
I111112,C165789,Female,31,Clothing,4,1200.32,Credit Card,08-01-2023,Metrocity
I111113,C762122,Female,23,Shoes,5,3000.85,Debit Card,24-02-2021,Istinye Park
I111114,C144270,Female,29,Food & Beverage,5,26.15,Cash,18-02-2021,Metrocity
I111116,C198971,Female,30,Technology,1,1050,Cash,08-04-2021,Forum Istanbul
I111117,C314850,Female,61,Toys,3,107.52,Debit Card,01-02-2023,Kanyon
I111118,C232026,Male,62,Food & Beverage,4,20.92,Debit Card,03-11-2022,Istinye Park
I111120,C904624,Female,48,Food & Beverage,1,5.23,Credit Card,12-01-2023,Mall of Istanbul
I111128,C222397,Female,29,Clothing,2,600.16,Cash,03-10-2022,Mall of Istanbul
I111129,C393470,Female,25,Clothing,5,1500.4,Cash,05-06-2021,Kanyon
I111134,C106757,Female,67,Food & Beverage,4,20.92,Credit Card,07-06-2022,Emaar Square Mall
I111136,C208104,Female,58,Food & Beverage,3,15.69,Debit Card,31-03-2022,Forum Istanbul
I111139,C162891,Male,59,Clothing,4,1200.32,Cash,16-02-2023,Kanyon
I111143,C205193,Female,69,Food & Beverage,1,5.23,Credit Card,27-12-2022,Kanyon
I111144,C335286,Male,50,Clothing,3,900.24,Credit Card,23-03-2021,Kanyon
I111145,C279329,Male,32,Toys,1,35.84,Cash,20-01-2021,Viaport Outlet
I111146,C229656,Male,30,Souvenir,1,11.73,Cash,09-08-2022,Istinye Park
I111148,C150016,Male,52,Clothing,1,300.08,Cash,09-06-2022,Metropol AVM
I111149,C168226,Female,29,Clothing,4,1200.32,Debit Card,06-02-2022,Kanyon
I111158,C151585,Female,52,Clothing,5,1500.4,Credit Card,21-03-2021,Mall of Istanbul
I111161,C102403,Female,56,Clothing,3,900.24,Cash,26-08-2021,Kanyon
I111162,C161929,Female,69,Cosmetics,4,162.64,Debit Card,05-04-2021,Emaar Square Mall
I111164,C214009,Male,58,Clothing,5,1500.4,Cash,05-12-2021,Kanyon
I111176,C905711,Male,39,Food & Beverage,4,20.92,Credit Card,20-10-2021,Istinye Park
I111177,C254777,Male,62,Toys,4,143.36,Cash,29-09-2022,Metropol AVM
I111188,C522903,Female,44,Shoes,1,600.17,Credit Card,04-05-2022,Kanyon
I111189,C286053,Female,40,Cosmetics,1,40.66,Cash,19-07-2022,Kanyon
I111196,C155389,Female,62,Souvenir,1,11.73,Cash,10-11-2022,Kanyon
I111198,C219218,Female,28,Cosmetics,2,81.32,Credit Card,31-01-2021,Cevahir AVM
I111201,C181255,Female,43,Food & Beverage,3,15.69,Debit Card,19-01-2022,Istinye Park
I111204,C154491,Female,59,Food & Beverage,5,26.15,Credit Card,28-02-2021,Cevahir AVM
I111205,C136660,Female,22,Clothing,1,300.08,Cash,31-05-2022,Mall of Istanbul
I111206,C132593,Female,20,Clothing,5,1500.4,Credit Card,28-07-2022,Kanyon
I111210,C315745,Female,31,Shoes,1,600.17,Credit Card,19-08-2021,Metrocity
I111214,C323909,Male,69,Shoes,3,1800.51,Credit Card,25-11-2021,Viaport Outlet
I111217,C293910,Female,32,Clothing,2,600.16,Cash,19-07-2021,Metropol AVM
I111218,C299810,Female,33,Food & Beverage,5,26.15,Credit Card,08-12-2021,Istinye Park
I111219,C210789,Female,27,Clothing,1,300.08,Credit Card,27-08-2022,Metropol AVM
I111220,C407998,Male,51,Souvenir,2,23.46,Credit Card,20-02-2022,Metrocity
I111221,C136714,Female,34,Clothing,5,1500.4,Debit Card,02-02-2022,Kanyon
I111222,C682306,Male,41,Clothing,5,1500.4,Cash,13-02-2023,Mall of Istanbul
I111227,C204544,Male,54,Cosmetics,4,162.64,Cash,22-09-2021,Kanyon
I111228,C313586,Female,43,Clothing,1,300.08,Credit Card,09-04-2021,Kanyon
I111229,C778904,Female,51,Clothing,2,600.16,Credit Card,04-07-2022,Kanyon
I111230,C133449,Female,48,Cosmetics,5,203.3,Cash,02-01-2023,Forum Istanbul
I111231,C282882,Male,38,Shoes,4,2400.68,Debit Card,11-07-2021,Forum Istanbul
I111236,C268695,Female,50,Clothing,3,900.24,Credit Card,17-09-2022,Cevahir AVM
I111238,C167590,Male,55,Clothing,2,600.16,Credit Card,25-06-2022,Kanyon
I111241,C136259,Male,25,Shoes,4,2400.68,Credit Card,23-12-2022,Viaport Outlet
I111242,C284262,Female,38,Toys,4,143.36,Credit Card,22-04-2021,Mall of Istanbul
I111249,C293586,Female,29,Clothing,5,1500.4,Credit Card,21-06-2022,Kanyon
I111252,C117165,Female,38,Clothing,3,900.24,Debit Card,21-03-2021,Cevahir AVM
I111254,C294983,Male,54,Food & Beverage,3,15.69,Cash,30-10-2021,Metrocity
I111264,C184483,Female,65,Clothing,5,1500.4,Debit Card,01-03-2022,Istinye Park
I111267,C295532,Female,27,Clothing,2,600.16,Cash,23-07-2021,Kanyon
I111269,C116570,Female,50,Shoes,4,2400.68,Cash,23-05-2021,Viaport Outlet
I111270,C294318,Female,18,Books,2,30.3,Cash,24-02-2021,Metrocity
I111275,C147805,Male,20,Clothing,3,900.24,Credit Card,15-07-2021,Kanyon
I111278,C152494,Female,26,Clothing,4,1200.32,Credit Card,09-04-2021,Cevahir AVM
I111280,C206081,Male,58,Clothing,5,1500.4,Debit Card,10-08-2022,Kanyon
I111281,C298705,Female,59,Food & Beverage,4,20.92,Cash,22-01-2021,Mall of Istanbul
I111282,C100467,Female,57,Food & Beverage,5,26.15,Cash,13-02-2022,Kanyon
I111287,C216537,Male,38,Food & Beverage,2,10.46,Credit Card,19-02-2023,Emaar Square Mall
I111291,C216205,Female,67,Clothing,4,1200.32,Credit Card,03-11-2021,Metrocity
I111293,C103768,Female,32,Clothing,3,900.24,Cash,08-01-2021,Forum Istanbul
I111296,C114621,Male,51,Toys,5,179.2,Credit Card,06-02-2021,Kanyon
I111297,C261642,Female,60,Cosmetics,5,203.3,Debit Card,17-09-2021,Mall of Istanbul
I111302,C274202,Female,54,Cosmetics,5,203.3,Cash,03-06-2022,Istinye Park
I111303,C144073,Male,20,Toys,1,35.84,Cash,01-06-2021,Metropol AVM
I111305,C448846,Female,67,Food & Beverage,3,15.69,Cash,13-09-2021,Metropol AVM
I111306,C301159,Female,57,Cosmetics,2,81.32,Debit Card,17-09-2022,Zorlu Center
I111308,C168991,Male,45,Toys,5,179.2,Credit Card,08-03-2022,Zorlu Center
I111310,C946302,Female,63,Clothing,1,300.08,Credit Card,06-09-2022,Metropol AVM
I111311,C258828,Female,19,Cosmetics,5,203.3,Debit Card,26-10-2022,Mall of Istanbul
